sample_id,guideline_version,annotator_id,timestamp,true_label,revision_id,device_id,sampling_rate_hz,axis_config,sensor_noise_std,noise_score,annotation_timestamp
4089,v2.0,annotator_6,2020-06-19 09:00:00,6,0,SamsungS2,50,rotated_5deg,0.13635603924455808,0.019915057757555654,
4090,v2.0,annotator_3,2020-06-19 10:00:00,6,0,SamsungS3,50,standard,0.08286138232924092,0.01666605599119711,
4091,v2.0,annotator_3,2020-06-19 11:00:00,6,0,SamsungS3,100,standard,0.12110083861800332,1.4225106400449996e-10,
4092,v2.0,annotator_4,2020-06-19 12:00:00,6,0,SamsungS3,50,rotated_10deg,0.015558902220511771,0.0020000001010961922,
4093,v2.0,annotator_4,2020-06-19 13:00:00,6,0,SamsungS2,50,standard,0.14601878045830147,0.0020000000814935507,
4094,v2.0,annotator_5,2020-06-19 14:00:00,6,0,SamsungS3,100,rotated_5deg,0.12146064702103515,0.007208644481899264,
4095,v2.0,annotator_2,2020-06-19 15:00:00,6,0,SamsungS2,50,standard,0.04317360632937625,0.01891507296905431,
4096,v2.0,annotator_1,2020-06-19 16:00:00,6,0,SamsungS3,50,rotated_5deg,0.0031178326480158724,0.005208645268316219,
4097,v2.0,annotator_1,2020-06-19 17:00:00,6,0,SamsungS3,50,standard,0.024676318128872048,0.019666049620550265,
4098,v2.0,annotator_2,2020-06-19 18:00:00,6,0,SamsungS2,100,rotated_5deg,0.06277592485076731,0.0052086314137984105,
4099,v2.0,annotator_5,2020-06-19 19:00:00,6,0,SamsungS3,50,standard,0.00044781785835868446,0.017666040356838792,
4100,v2.0,annotator_1,2020-06-19 20:00:00,6,0,SamsungS2,50,standard,0.006126076314076923,0.006208644897141497,
4101,v2.0,annotator_3,2020-06-19 21:00:00,1,0,SamsungS3,100,standard,0.014795403259922972,0.1273035170238878,
4102,v2.0,annotator_4,2020-06-19 22:00:00,1,0,SamsungS3,50,standard,0.12145746899003634,0.020430436145364828,
4103,v2.0,annotator_5,2020-06-19 23:00:00,1,0,SamsungS3,50,standard,0.08202987074238716,0.04374382798897504,
4104,v2.0,annotator_3,2020-06-20 00:00:00,1,0,SamsungS2,50,standard,0.02864711375311633,0.006000078983261737,
4105,v2.0,annotator_1,2020-06-20 01:00:00,1,0,SamsungS2,50,rotated_5deg,0.03966994082199108,0.022665545843189694,
4106,v2.0,annotator_6,2020-06-20 02:00:00,1,0,SamsungS3,50,standard,0.09632681232093217,0.03091343620580491,
4107,v2.0,annotator_1,2020-06-20 03:00:00,1,0,SamsungS2,50,standard,0.04779152328236128,0.03066588553340601,
4108,v2.0,annotator_4,2020-06-20 04:00:00,1,0,SamsungS3,50,standard,0.10231987569087539,0.0394299503785482,
4109,v2.0,annotator_1,2020-06-20 05:00:00,1,0,SamsungS3,50,rotated_10deg,0.11673423651972992,0.01720862129553678,
4110,v2.0,annotator_1,2020-06-20 06:00:00,1,0,SamsungS3,100,standard,0.04599366496092291,0.046047319284573764,
4111,v2.0,annotator_5,2020-06-20 07:00:00,1,0,SamsungS3,50,standard,0.054976903661267944,0.025430298855590682,
4112,v2.0,annotator_4,2020-06-20 08:00:00,1,0,SamsungS2,50,standard,0.007511133064582448,0.05469827867115743,
4113,v2.0,annotator_2,2020-06-20 09:00:00,1,0,SamsungS2,50,rotated_5deg,0.122969750834964,0.1374412614220998,
4114,v2.0,annotator_3,2020-06-20 10:00:00,1,0,SamsungS3,50,standard,0.09091055391514513,0.018429870198234367,
4115,v2.0,annotator_3,2020-06-20 11:00:00,1,0,SamsungS3,50,standard,0.13324027422371046,0.208574680595565,
4116,v2.0,annotator_1,2020-06-20 12:00:00,1,0,SamsungS3,50,rotated_10deg,0.028337942450682184,0.06373925772415605,
4117,v2.0,annotator_4,2020-06-20 13:00:00,1,0,SamsungS2,100,standard,0.14409006627636267,0.055048295336420174,
4118,v2.0,annotator_4,2020-06-20 14:00:00,1,0,SamsungS3,50,rotated_5deg,0.106010350892242,0.12383191984422257,
4119,v2.0,annotator_5,2020-06-20 15:00:00,1,0,SamsungS3,50,standard,0.02949155107096205,0.03674432950948471,
4120,v2.0,annotator_3,2020-06-20 16:00:00,1,0,SamsungS2,50,standard,0.06944577196593578,0.03445154573882212,
4121,v2.0,annotator_4,2020-06-20 17:00:00,1,0,SamsungS3,50,standard,0.1048426419554589,0.024176704529883304,
4122,v2.0,annotator_2,2020-06-20 18:00:00,1,0,SamsungS3,50,rotated_5deg,0.002545897203401143,0.0437420315170873,
4123,v2.0,annotator_2,2020-06-20 19:00:00,1,0,SamsungS3,50,standard,0.11704299644387928,0.05144999084578315,
4124,v2.0,annotator_2,2020-06-20 20:00:00,1,0,SamsungS3,100,standard,0.14215204269318996,0.057365351065407424,
4125,v2.0,annotator_6,2020-06-20 21:00:00,1,0,SamsungS2,100,standard,0.012224454801973128,0.028430188551360553,
4126,v2.0,annotator_1,2020-06-20 22:00:00,1,0,SamsungS2,100,standard,0.13471766416447428,0.026665610387910505,
4127,v2.0,annotator_1,2020-06-20 23:00:00,1,0,SamsungS2,50,standard,0.06966658936680337,0.017208493816881106,
4128,v2.0,annotator_3,2020-06-21 00:00:00,3,0,SamsungS2,50,rotated_10deg,0.0773398075626503,0.02966536972618456,
4129,v2.0,annotator_1,2020-06-21 01:00:00,3,0,SamsungS2,50,standard,0.12601620185620627,0.043176564578588254,
4130,v2.0,annotator_5,2020-06-21 02:00:00,3,0,SamsungS2,50,standard,0.08844871688488909,0.022664195796086972,
4131,v2.0,annotator_1,2020-06-21 03:00:00,3,0,SamsungS3,50,standard,0.05271386332110448,0.03491418600103512,
4132,v2.0,annotator_4,2020-06-21 04:00:00,3,0,SamsungS2,100,standard,0.10988866597928872,0.04045271924337483,
4133,v2.0,annotator_2,2020-06-21 05:00:00,3,0,SamsungS3,50,rotated_10deg,0.02074907308816281,0.0470466703226708,
4134,v2.0,annotator_1,2020-06-21 06:00:00,3,0,SamsungS2,50,standard,0.09994127166107586,0.06004213316025868,
4135,v2.0,annotator_5,2020-06-21 07:00:00,3,0,SamsungS2,50,rotated_10deg,0.11619356668298692,0.25162587346254195,
4136,v2.0,annotator_3,2020-06-21 08:00:00,3,0,SamsungS2,100,rotated_5deg,0.050215453773216914,0.14329734839678646,
4137,v2.0,annotator_1,2020-06-21 09:00:00,3,0,SamsungS3,50,rotated_5deg,0.14553490344010994,0.08768979719812706,
4138,v2.0,annotator_2,2020-06-21 10:00:00,3,0,SamsungS2,50,standard,0.09609027978660377,0.20502252093458515,
4139,v2.0,annotator_2,2020-06-21 11:00:00,3,0,SamsungS2,50,rotated_10deg,0.014351804854370724,0.04073976921427154,
4140,v2.0,annotator_2,2020-06-21 12:00:00,3,0,SamsungS2,50,rotated_5deg,0.14494266399797828,0.05534536383689257,
4141,v2.0,annotator_3,2020-06-21 13:00:00,3,0,SamsungS2,100,standard,0.11159895993336799,0.0911445431051819,
4142,v2.0,annotator_3,2020-06-21 14:00:00,3,0,SamsungS3,50,standard,0.10434671506758726,0.10314660773299884,
4143,v2.0,annotator_2,2020-06-21 15:00:00,2,0,SamsungS3,100,standard,0.03798746226126496,0.027454076324321997,
4144,v2.0,annotator_2,2020-06-21 16:00:00,2,0,SamsungS2,50,rotated_5deg,0.07097203310276373,0.03317661073529218,
4145,v2.0,annotator_3,2020-06-21 17:00:00,2,0,SamsungS2,50,standard,0.13515763570313177,0.03817640153985987,
4146,v2.0,annotator_1,2020-06-21 18:00:00,2,0,SamsungS2,50,standard,0.046223156710895365,0.025176908943687726,
4147,v2.0,annotator_3,2020-06-21 19:00:00,2,0,SamsungS3,50,standard,0.06349977589615653,0.028177126806092904,
4148,v2.0,annotator_3,2020-06-21 20:00:00,2,0,SamsungS2,50,standard,0.03851279730774063,0.02266584601938313,
4149,v2.0,annotator_2,2020-06-21 21:00:00,2,0,SamsungS3,50,standard,0.03238524983316022,0.015665991682103163,
4150,v2.0,annotator_1,2020-06-21 22:00:00,2,0,SamsungS3,50,rotated_5deg,0.006557258166586549,0.019914877269273098,
4151,v2.0,annotator_1,2020-06-21 23:00:00,2,0,SamsungS2,50,standard,0.11053496300496617,0.01043060686775974,
4152,v2.0,annotator_3,2020-06-22 00:00:00,2,0,SamsungS3,50,rotated_5deg,0.01361388030246063,0.012665877219614523,
4153,v2.0,annotator_3,2020-06-22 01:00:00,2,0,SamsungS2,50,standard,0.07969863415124738,0.018430589280682107,
4154,v2.0,annotator_3,2020-06-22 02:00:00,2,0,SamsungS2,50,rotated_5deg,0.007469322084502838,0.03817651832113582,
4155,v2.0,annotator_6,2020-06-22 03:00:00,2,0,SamsungS2,50,standard,0.1475815409881317,0.08555649190006884,
4156,v2.0,annotator_3,2020-06-22 04:00:00,2,0,SamsungS2,50,standard,0.10641686578941688,0.05904581380159668,
4157,v2.0,annotator_4,2020-06-22 05:00:00,2,0,SamsungS3,100,rotated_10deg,0.0945576948694952,0.04204642510454574,
4158,v2.0,annotator_1,2020-06-22 06:00:00,2,0,SamsungS3,50,rotated_5deg,0.027959013221681376,0.04504762327235614,
4159,v2.0,annotator_2,2020-06-22 07:00:00,2,0,SamsungS3,100,standard,0.07920810930989632,0.06004739203127316,
4160,v2.0,annotator_2,2020-06-22 08:00:00,3,0,SamsungS2,50,standard,0.07553371191395226,0.06703676721245089,
4161,v2.0,annotator_3,2020-06-22 09:00:00,3,0,SamsungS2,50,standard,0.05379730271943397,0.0610403148984857,
4162,v2.0,annotator_2,2020-06-22 10:00:00,3,0,SamsungS2,50,rotated_5deg,0.023416791822257952,0.11981483753677194,
4163,v2.0,annotator_3,2020-06-22 11:00:00,3,0,SamsungS3,50,standard,0.055069640246931346,0.21275985799288177,
4164,v2.0,annotator_4,2020-06-22 12:00:00,3,0,SamsungS2,100,standard,0.09136561054174437,0.13783352843337665,
4165,v2.0,annotator_1,2020-06-22 13:00:00,3,0,SamsungS2,50,standard,0.07310255676277036,0.06740125600035844,
4166,v2.0,annotator_3,2020-06-22 14:00:00,3,0,SamsungS2,50,standard,0.08550663645286401,0.03674261861559517,
4167,v2.0,annotator_1,2020-06-22 15:00:00,3,0,SamsungS2,50,standard,0.08580268347452841,0.026665568502109417,
4168,v2.0,annotator_3,2020-06-22 16:00:00,2,0,SamsungS2,100,standard,0.03670121807912657,0.005000000709550701,
4169,v2.0,annotator_4,2020-06-22 17:00:00,2,0,SamsungS2,50,standard,0.016646279934656876,0.015666034823882125,
4170,v2.0,annotator_4,2020-06-22 18:00:00,2,0,SamsungS2,100,standard,0.07826271076267227,0.013430603794664656,
4171,v2.0,annotator_2,2020-06-22 19:00:00,2,0,SamsungS2,50,rotated_5deg,0.1338558248795261,0.030177572689578665,
4172,v2.0,annotator_2,2020-06-22 20:00:00,2,0,SamsungS2,50,standard,0.14930489387433374,0.04736713999835229,
4173,v2.0,annotator_2,2020-06-22 21:00:00,2,0,SamsungS3,50,standard,0.11788493335027651,0.02466516036461259,
4174,v2.0,annotator_1,2020-06-22 22:00:00,2,0,SamsungS2,50,standard,0.03316751993939216,0.045047328118689264,
4175,v2.0,annotator_6,2020-06-22 23:00:00,2,0,SamsungS2,50,standard,0.09454850421271051,0.04974130508233686,
4176,v2.0,annotator_2,2020-06-23 00:00:00,5,0,SamsungS3,50,rotated_10deg,0.03582996185297819,0.20544965731949053,
4177,v2.0,annotator_6,2020-06-23 01:00:00,5,0,SamsungS2,50,standard,0.08646784582290958,0.11082948477435446,
4178,v2.0,annotator_6,2020-06-23 02:00:00,5,0,SamsungS3,50,standard,0.07210320644488884,0.06502398258786773,
4179,v2.0,annotator_2,2020-06-23 03:00:00,5,0,SamsungS2,50,standard,0.05723335417906664,0.0676885366397961,
4180,v2.0,annotator_2,2020-06-23 04:00:00,5,0,SamsungS2,50,rotated_10deg,0.09624588957614273,0.07674024444388594,
4181,v2.0,annotator_4,2020-06-23 05:00:00,5,0,SamsungS2,100,standard,0.12865679424741483,0.06968259656387567,
4182,v2.0,annotator_1,2020-06-23 06:00:00,5,0,SamsungS3,100,standard,0.050621475659375664,0.05335028694921747,
4183,v2.0,annotator_3,2020-06-23 07:00:00,5,0,SamsungS2,50,rotated_10deg,0.07293816772114713,0.055386203191252995,
4184,v2.0,annotator_1,2020-06-23 08:00:00,5,0,SamsungS2,100,standard,0.06837373131727191,0.025436616446806327,
4185,v2.0,annotator_2,2020-06-23 09:00:00,5,0,SamsungS2,100,standard,0.037383596228972894,0.020697725580636334,
4186,v2.0,annotator_1,2020-06-23 10:00:00,5,0,SamsungS2,50,rotated_10deg,0.06316673385824305,0.0503458408729718,
4187,v2.0,annotator_2,2020-06-23 11:00:00,5,0,SamsungS2,50,standard,0.0032376766234305577,0.04473582187215184,
4188,v2.0,annotator_4,2020-06-23 12:00:00,5,0,SamsungS2,50,standard,0.07761480322212075,0.035170915582489345,
4189,v2.0,annotator_6,2020-06-23 13:00:00,5,0,SamsungS3,100,standard,0.10811891230265219,0.030176462489774125,
4190,v2.0,annotator_2,2020-06-23 14:00:00,5,0,SamsungS2,100,standard,0.05514171311415086,0.016455272630912697,
4191,v2.0,annotator_3,2020-06-23 15:00:00,5,0,SamsungS3,50,standard,0.11198612698775752,0.015674313156689768,
4192,v2.0,annotator_2,2020-06-23 16:00:00,5,0,SamsungS2,50,standard,0.11259841725005876,0.04506905600820397,
4193,v2.0,annotator_1,2020-06-23 17:00:00,5,0,SamsungS2,50,standard,0.1476173044126433,0.02817222406883123,
4194,v2.0,annotator_3,2020-06-23 18:00:00,5,0,SamsungS3,50,standard,0.08189162144490329,0.06144801161397512,
4195,v2.0,annotator_4,2020-06-23 19:00:00,5,0,SamsungS3,50,standard,0.06060961563106567,0.07844967410342107,
4196,v2.0,annotator_1,2020-06-23 20:00:00,5,0,SamsungS2,50,rotated_5deg,0.0959286486866983,0.045173063796194006,
4197,v2.0,annotator_4,2020-06-23 21:00:00,5,0,SamsungS2,50,rotated_10deg,0.09398644234206456,0.01121048948756505,
4198,v2.0,annotator_4,2020-06-23 22:00:00,5,0,SamsungS3,50,standard,0.14810132800970935,0.09675288795746591,
4199,v2.0,annotator_1,2020-06-23 23:00:00,5,0,SamsungS3,100,standard,0.10615408417627956,0.09437507858770142,
4200,v2.0,annotator_3,2020-06-24 00:00:00,5,0,SamsungS3,50,rotated_5deg,0.04598706914141795,0.05871614858736629,
4201,v2.0,annotator_2,2020-06-24 01:00:00,5,0,SamsungS3,50,standard,0.028126478447155417,0.025219199898253407,
4202,v2.0,annotator_4,2020-06-24 02:00:00,5,0,SamsungS2,50,standard,0.11890892731059026,0.02717212804041639,
4203,v2.0,annotator_3,2020-06-24 03:00:00,5,0,SamsungS3,50,standard,0.026963937977455603,0.01866424615265392,
4204,v2.0,annotator_1,2020-06-24 04:00:00,5,0,SamsungS2,50,rotated_5deg,0.09411638586339002,0.057251102623111415,
4205,v2.0,annotator_4,2020-06-24 05:00:00,5,0,SamsungS2,100,standard,0.019847437024068524,0.03973940953322082,
4206,v2.0,annotator_3,2020-06-24 06:00:00,5,0,SamsungS3,50,standard,0.10780581294966035,0.01766394258194052,
4207,v2.0,annotator_4,2020-06-24 07:00:00,5,0,SamsungS2,50,standard,0.11743421902630362,0.03873142716919692,
4208,v2.0,annotator_1,2020-06-24 08:00:00,5,0,SamsungS2,50,standard,0.14858098580138124,0.03215306825243047,
4209,v2.0,annotator_4,2020-06-24 09:00:00,5,0,SamsungS2,50,standard,0.14313254906272316,0.0196637813623438,
4210,v2.0,annotator_2,2020-06-24 10:00:00,5,0,SamsungS3,50,standard,0.10707105168098878,0.017208434077175233,
4211,v2.0,annotator_4,2020-06-24 11:00:00,5,0,SamsungS2,100,standard,0.04162950065631033,0.014210896215785607,
4212,v2.0,annotator_3,2020-06-24 12:00:00,5,0,SamsungS2,50,standard,0.006557718772253756,0.038731639676193384,
4213,v2.0,annotator_2,2020-06-24 13:00:00,5,0,SamsungS2,50,rotated_5deg,0.08328622702709815,0.028910666041282396,
4214,v2.0,annotator_1,2020-06-24 14:00:00,5,0,SamsungS2,50,standard,0.11489706186272731,0.06403152811976448,
4215,v2.0,annotator_5,2020-06-24 15:00:00,5,0,SamsungS3,50,standard,0.0015935629062388656,0.08274668183592807,
4216,v2.0,annotator_3,2020-06-24 16:00:00,5,0,SamsungS2,50,rotated_5deg,0.07872019134055618,0.08155308335465065,
4217,v2.0,annotator_6,2020-06-24 17:00:00,5,0,SamsungS2,50,standard,0.13243318569606813,0.08443922551169239,
4218,v2.0,annotator_2,2020-06-24 18:00:00,5,0,SamsungS2,50,rotated_10deg,0.09558267682217592,0.048346744239706176,
4219,v2.0,annotator_4,2020-06-24 19:00:00,5,0,SamsungS2,50,standard,0.10256715352534364,0.034173663980288475,
4220,v2.0,annotator_3,2020-06-24 20:00:00,4,0,SamsungS2,50,standard,0.07114982730202328,0.06803908431754153,
4221,v2.0,annotator_3,2020-06-24 21:00:00,4,0,SamsungS2,100,standard,0.14147250117907748,0.0394517416709834,
4222,v2.0,annotator_4,2020-06-24 22:00:00,4,0,SamsungS2,50,standard,0.056197086260840155,0.05435953123638867,
4223,v2.0,annotator_1,2020-06-24 23:00:00,4,0,SamsungS2,50,standard,0.05686453935312527,0.06468443102065301,
4224,v2.0,annotator_3,2020-06-25 00:00:00,4,0,SamsungS3,50,standard,0.07766065930875414,0.08556780577557296,
4225,v2.0,annotator_3,2020-06-25 01:00:00,4,0,SamsungS3,100,standard,0.08788982836986448,0.0510448824089728,
4226,v2.0,annotator_2,2020-06-25 02:00:00,4,0,SamsungS2,50,rotated_5deg,0.08061376701566265,0.07316666757665773,
4227,v2.0,annotator_2,2020-06-25 03:00:00,4,0,SamsungS2,100,rotated_5deg,0.12279473464228188,0.08677813789098895,
4228,v2.0,annotator_3,2020-06-25 04:00:00,4,0,SamsungS2,50,rotated_5deg,0.12517694813774463,0.09299071856141573,
4229,v2.0,annotator_2,2020-06-25 05:00:00,4,0,SamsungS3,50,standard,0.019749796147966767,0.12983929731884086,
4230,v2.0,annotator_2,2020-06-25 06:00:00,4,0,SamsungS2,100,standard,0.08942457662368491,0.06168903862724574,
4231,v2.0,annotator_4,2020-06-25 07:00:00,4,0,SamsungS2,50,standard,0.14758488189608335,0.09855486243611677,
4232,v2.0,annotator_1,2020-06-25 08:00:00,4,0,SamsungS3,50,rotated_5deg,0.08994873999293851,0.10677417826801468,
4233,v2.0,annotator_2,2020-06-25 09:00:00,4,0,SamsungS2,50,standard,0.10322461501740599,0.09788304519433655,
4234,v2.0,annotator_4,2020-06-25 10:00:00,4,0,SamsungS2,50,standard,0.12920544724742414,0.060740594720353445,
4235,v2.0,annotator_1,2020-06-25 11:00:00,4,0,SamsungS2,50,standard,0.1299902826427747,0.09399104129696087,
4236,v2.0,annotator_3,2020-06-25 12:00:00,4,0,SamsungS2,50,standard,0.002578614020761388,0.1458363956922744,
4237,v2.0,annotator_2,2020-06-25 13:00:00,4,0,SamsungS2,50,standard,0.03591486992057674,0.0624504624858251,
4238,v2.0,annotator_5,2020-06-25 14:00:00,4,0,SamsungS3,50,standard,0.12943173177504508,0.17979355401658298,
4239,v2.0,annotator_2,2020-06-25 15:00:00,4,0,SamsungS2,50,standard,0.10006510065799114,0.24628562619464808,
4240,v2.0,annotator_1,2020-06-25 16:00:00,4,1,SamsungS3,50,standard,0.09475586829547455,0.2669844902299315,2025-12-09 15:04:11.920764
4241,v2.0,annotator_3,2020-06-25 17:00:00,4,0,SamsungS3,50,standard,0.12899162124382424,0.25702218174202696,
4242,v2.0,annotator_1,2020-06-25 18:00:00,4,0,SamsungS3,100,rotated_5deg,0.12098251437599573,0.17849433343845109,
4243,v2.0,annotator_4,2020-06-25 19:00:00,4,0,SamsungS3,50,standard,0.11270259059930951,0.17274082142526498,
4244,v2.0,annotator_4,2020-06-25 20:00:00,4,0,SamsungS3,50,standard,0.007102923251393883,0.14426152069168685,
4245,v2.0,annotator_4,2020-06-25 21:00:00,4,0,SamsungS2,50,rotated_10deg,0.11724823011488011,0.1438366838892536,
4246,v2.0,annotator_2,2020-06-25 22:00:00,4,0,SamsungS2,50,rotated_5deg,0.03009139546237602,0.1857021944079667,
4247,v2.0,annotator_5,2020-06-25 23:00:00,4,0,SamsungS3,50,standard,0.0039013139716337682,0.19570792619232574,
4248,v2.0,annotator_3,2020-06-26 00:00:00,4,0,SamsungS2,50,rotated_5deg,0.07378348053722025,0.22222297881013428,
4249,v2.0,annotator_1,2020-06-26 01:00:00,4,0,SamsungS2,50,standard,0.14135401871926984,0.1635493320327737,
4250,v2.0,annotator_1,2020-06-26 02:00:00,4,0,SamsungS2,100,rotated_10deg,0.13296797667516363,0.14231388672430118,
4251,v2.0,annotator_4,2020-06-26 03:00:00,4,0,SamsungS3,50,standard,0.14730858456501417,0.21755924528386963,
4252,v2.0,annotator_5,2020-06-26 04:00:00,4,0,SamsungS3,100,standard,0.03697982098203923,0.14079458247147814,
4253,v2.0,annotator_1,2020-06-26 05:00:00,4,0,SamsungS2,50,standard,0.10430893551202082,0.11627268725928434,
4254,v2.0,annotator_5,2020-06-26 06:00:00,4,0,SamsungS2,50,standard,0.008376941948364525,0.09896841958380657,
4255,v2.0,annotator_4,2020-06-26 07:00:00,4,0,SamsungS2,50,standard,0.12051792015699342,0.18903293429892837,
4256,v2.0,annotator_2,2020-06-26 08:00:00,4,0,SamsungS3,50,standard,0.07856461980690586,0.21103161040914245,
4257,v2.0,annotator_4,2020-06-26 09:00:00,4,0,SamsungS2,50,standard,0.14944291178362534,0.13123067081545342,
4258,v2.0,annotator_1,2020-06-26 10:00:00,6,0,SamsungS2,50,rotated_5deg,0.035999168548266985,0.041454286963389556,
4259,v2.0,annotator_5,2020-06-26 11:00:00,6,0,SamsungS2,100,standard,0.11769723565539919,0.009430634734815896,
4260,v2.0,annotator_4,2020-06-26 12:00:00,6,0,SamsungS3,50,rotated_5deg,0.02564335382043123,0.00520864375673809,
4261,v2.0,annotator_2,2020-06-26 13:00:00,6,0,SamsungS3,50,rotated_10deg,0.04307731107433364,0.0010000000214002503,
4262,v2.0,annotator_5,2020-06-26 14:00:00,6,0,SamsungS2,50,standard,0.044334458529115814,0.006208641632978226,
4263,v2.0,annotator_1,2020-06-26 15:00:00,6,0,SamsungS3,50,standard,0.08668005203281998,0.009430614994551124,
4264,v2.0,annotator_5,2020-06-26 16:00:00,6,0,SamsungS2,50,standard,0.054766437605421804,0.01020863645068868,
4265,v2.0,annotator_1,2020-06-26 17:00:00,6,0,SamsungS2,50,standard,0.06580725666740055,0.004208643735758294,
4266,v2.0,annotator_4,2020-06-26 18:00:00,6,0,SamsungS2,100,standard,0.07827089863440899,0.014666046532298443,
4267,v2.0,annotator_3,2020-06-26 19:00:00,6,0,SamsungS2,50,standard,0.008433011169980114,0.025915065351641942,
4268,v2.0,annotator_4,2020-06-26 20:00:00,6,0,SamsungS2,50,standard,0.09980434894027451,0.001000000061259243,
4269,v2.0,annotator_2,2020-06-26 21:00:00,6,0,SamsungS2,50,rotated_5deg,0.0973900364134711,0.018208644064818688,
4270,v2.0,annotator_5,2020-06-26 22:00:00,6,0,SamsungS2,50,standard,0.1447202764708343,0.023666057265575406,
4271,v2.0,annotator_2,2020-06-26 23:00:00,6,0,SamsungS2,50,standard,0.020008076994962903,0.005000000047321409,
4272,v2.0,annotator_2,2020-06-27 00:00:00,6,0,SamsungS2,100,standard,0.004645017635426024,0.0062086420205465925,
4273,v2.0,annotator_2,2020-06-27 01:00:00,6,0,SamsungS2,50,rotated_5deg,0.019984030959648534,0.009430629014363883,
4274,v2.0,annotator_4,2020-06-27 02:00:00,6,0,SamsungS2,50,standard,0.063369727600472,0.005208642739595428,
4275,v2.0,annotator_3,2020-06-27 03:00:00,6,0,SamsungS3,50,rotated_5deg,0.03209002003966957,0.0010000000240774068,
4276,v2.0,annotator_3,2020-06-27 04:00:00,6,0,SamsungS2,50,standard,0.03244769272625837,0.009430629176716748,
4277,v2.0,annotator_5,2020-06-27 05:00:00,6,0,SamsungS3,100,standard,0.13040970032338273,4.41817319783206e-11,
4278,v2.0,annotator_5,2020-06-27 06:00:00,6,0,SamsungS2,100,rotated_5deg,0.048574653431034134,0.011430618717653832,
4279,v2.0,annotator_1,2020-06-27 07:00:00,6,0,SamsungS3,50,standard,0.06251959028939408,0.010208637537769311,
4280,v2.0,annotator_3,2020-06-27 08:00:00,6,0,SamsungS2,50,standard,0.10262262515955772,0.0020000000553992625,
4281,v2.0,annotator_1,2020-06-27 09:00:00,6,0,SamsungS2,50,standard,0.05099130612325491,0.044049167361589925,
4282,v2.0,annotator_5,2020-06-27 10:00:00,6,0,SamsungS3,50,standard,0.08315346189419497,0.027666072510061247,
4283,v2.0,annotator_5,2020-06-27 11:00:00,6,0,SamsungS2,100,standard,0.07843150000291794,0.013430625822158617,
4284,v2.0,annotator_5,2020-06-27 12:00:00,6,0,SamsungS2,50,standard,0.0392278046987156,0.022915069604552363,
4285,v2.0,annotator_4,2020-06-27 13:00:00,6,0,SamsungS3,50,standard,0.1075641321574472,0.023177774358274193,
4286,v2.0,annotator_3,2020-06-27 14:00:00,6,0,SamsungS3,50,standard,0.1251170388417572,0.008430616416265654,
4287,v2.0,annotator_2,2020-06-27 15:00:00,6,0,SamsungS3,100,standard,0.11751833134116699,0.005208640852686177,
4288,v2.0,annotator_2,2020-06-27 16:00:00,6,0,SamsungS2,50,standard,0.05929345203086023,0.0020000000382775613,
4289,v2.0,annotator_1,2020-06-27 17:00:00,6,0,SamsungS3,50,standard,0.13994377596897592,0.015430618232456662,
4290,v2.0,annotator_6,2020-06-27 18:00:00,6,0,SamsungS2,50,standard,0.1348446756454297,0.010430621633687217,
4291,v2.0,annotator_3,2020-06-27 19:00:00,6,0,SamsungS3,50,standard,0.04002535402618327,0.004208641414960611,
4292,v2.0,annotator_6,2020-06-27 20:00:00,6,0,SamsungS3,50,rotated_5deg,0.01859119876542161,0.0020000001001569457,
4293,v2.0,annotator_5,2020-06-27 21:00:00,6,0,SamsungS2,50,standard,0.1340711794978059,0.008208642656969956,
4294,v2.0,annotator_5,2020-06-27 22:00:00,6,0,SamsungS2,100,standard,0.11172849876930395,0.012430627557484492,
4295,v2.0,annotator_3,2020-06-27 23:00:00,6,0,SamsungS3,50,standard,0.04664857953471519,4.005806083417177e-11,
4296,v2.0,annotator_1,2020-06-28 00:00:00,6,0,SamsungS3,50,standard,0.0457315142437749,0.0020000000243330417,
4297,v2.0,annotator_2,2020-06-28 01:00:00,6,0,SamsungS3,100,standard,0.04832522831923774,0.008208640526630328,
4298,v2.0,annotator_3,2020-06-28 02:00:00,6,0,SamsungS3,100,standard,0.1292000936661175,0.00520864241843112,
4299,v2.0,annotator_1,2020-06-28 03:00:00,6,0,SamsungS2,50,rotated_10deg,0.03603469109751615,0.00600000002675161,
4300,v2.0,annotator_1,2020-06-28 04:00:00,6,0,SamsungS2,50,standard,0.0976630076048209,0.0020000000464176115,
4301,v2.0,annotator_4,2020-06-28 05:00:00,6,0,SamsungS3,100,rotated_5deg,0.12516657192147976,0.011666055435556207,
4302,v2.0,annotator_5,2020-06-28 06:00:00,6,0,SamsungS2,50,standard,0.05810180892557474,0.0020000000197150816,
4303,v2.0,annotator_5,2020-06-28 07:00:00,6,0,SamsungS3,50,rotated_5deg,0.009223683468166299,0.011430625031267952,
4304,v2.0,annotator_1,2020-06-28 08:00:00,1,0,SamsungS3,50,standard,0.1138281010093413,0.1452815680045316,
4305,v2.0,annotator_6,2020-06-28 09:00:00,1,0,SamsungS3,50,standard,0.0029804191434659897,0.10043887471375187,
4306,v2.0,annotator_4,2020-06-28 10:00:00,1,0,SamsungS2,50,standard,0.12463175326865045,0.18388475819705444,
4307,v2.0,annotator_4,2020-06-28 11:00:00,1,0,SamsungS2,50,standard,0.05412909624323645,0.2719997749813161,
